personID,date,deviceID,zoneID,gymID,specialNotes,serviceType
667,2024-10-08 09:34:32,26,3,212,Minor fix only,Upgrade
468,2024-11-15 07:59:25,367,1,14,Performed routine checkup,Upgrade
747,2024-10-14 18:09:33,365,6,76,Cleared dust accumulation,Inspection
549,2025-01-18 20:25:41,8,5,250,Performed routine checkup,Urgent Repair
670,2024-07-03 02:58:31,249,1,152,Cleared dust accumulation,Maintenance
696,2024-04-10 12:57:50,587,10,312,Lubricated moving parts,Maintenance
639,2024-09-12 19:24:03,153,5,392,Detailed inspection completed,Upgrade
683,2025-03-10 16:04:47,495,10,70,Lubricated moving parts,Maintenance
439,2024-09-10 23:52:39,820,10,60,Minor fix only,Upgrade
693,2024-06-08 07:01:00,1117,2,317,Performed routine checkup,Maintenance
781,2024-11-04 22:11:36,496,10,70,Upgraded firmware,Urgent Repair
517,2024-12-27 15:27:15,1372,6,23,Lubricated moving parts,Upgrade
480,2024-05-23 03:09:15,562,7,286,Cleared dust accumulation,Urgent Repair
563,2025-03-20 04:32:58,1088,7,120,Lubricated moving parts,Upgrade
496,2024-10-12 17:31:56,540,10,385,Adjusted alignment,Replacement
462,2024-08-06 00:51:43,670,8,187,Lubricated moving parts,Maintenance
676,2024-12-06 15:20:24,35,10,308,Minor fix only,Urgent Repair
507,2024-11-10 02:37:23,935,5,239,Found worn cable,Maintenance
658,2024-10-06 17:47:57,1216,5,47,Cleared dust accumulation,Replacement
470,2024-05-12 08:00:19,892,7,258,Performed routine checkup,Replacement
450,2024-04-16 12:49:34,1379,7,279,Upgraded firmware,Inspection
646,2024-10-24 17:28:52,265,3,253,Adjusted alignment,Urgent Repair
505,2024-05-23 08:53:28,774,6,129,Found worn cable,Inspection
593,2025-02-23 15:01:53,1208,7,159,Minor fix only,Upgrade
434,2024-09-01 02:38:54,308,6,352,Performed routine checkup,Maintenance
761,2024-10-16 07:10:53,29,1,105,Lubricated moving parts,Upgrade
611,2024-04-24 11:45:03,845,3,257,Ordered replacement parts,Replacement
569,2024-07-01 16:01:39,1123,5,396,Performed routine checkup,Maintenance
616,2024-09-29 20:42:37,499,2,83,Cleared dust accumulation,Maintenance
514,2024-08-10 12:58:08,319,1,332,Ordered replacement parts,Urgent Repair
773,2024-08-12 10:39:40,1059,9,122,Detailed inspection completed,Replacement
675,2024-07-16 23:13:32,741,1,334,Found worn cable,Maintenance
524,2024-08-11 23:28:54,593,3,242,Upgraded firmware,Replacement
442,2024-04-04 13:17:06,601,8,305,Found worn cable,Inspection
687,2024-05-17 10:14:46,1219,7,100,Lubricated moving parts,Inspection
744,2024-08-10 09:39:22,774,6,129,Replaced faulty part,Maintenance
613,2024-12-29 12:29:11,423,7,140,Found worn cable,Replacement
791,2024-08-31 14:21:45,142,5,379,Ordered replacement parts,Upgrade
630,2024-09-08 09:53:23,597,1,197,Minor fix only,Inspection
518,2024-11-07 14:09:56,201,4,49,Detailed inspection completed,Replacement
656,2024-10-23 07:15:26,270,8,324,Lubricated moving parts,Upgrade
411,2024-09-30 12:38:12,249,1,152,Ordered replacement parts,Inspection
782,2024-05-17 23:11:41,1454,6,285,Replaced faulty part,Upgrade
800,2024-04-03 10:07:10,150,1,19,Ordered replacement parts,Maintenance
401,2025-02-08 03:26:28,1342,2,6,Found worn cable,Urgent Repair
608,2024-05-17 08:04:12,1026,5,61,Upgraded firmware,Inspection
416,2024-06-13 11:59:45,658,8,157,Found worn cable,Maintenance
415,2025-03-29 14:32:11,550,8,81,Found worn cable,Inspection
455,2024-06-21 12:15:17,853,2,54,Detailed inspection completed,Inspection
652,2024-12-28 20:28:36,180,4,151,Detailed inspection completed,Urgent Repair
641,2024-07-17 22:33:30,1384,4,262,Replaced faulty part,Inspection
789,2024-11-11 06:47:43,1200,2,389,Ordered replacement parts,Upgrade
583,2024-10-05 06:08:19,468,5,360,Ordered replacement parts,Replacement
691,2024-11-27 07:16:15,128,6,48,Detailed inspection completed,Replacement
507,2024-05-23 18:02:50,311,5,339,Ordered replacement parts,Replacement
571,2024-10-21 08:07:08,701,7,26,Adjusted alignment,Inspection
488,2024-06-26 18:54:27,631,9,240,Detailed inspection completed,Inspection
705,2025-02-15 23:42:12,775,6,129,Detailed inspection completed,Urgent Repair
749,2024-06-25 13:17:11,34,5,263,Upgraded firmware,Maintenance
657,2025-03-26 05:21:30,1144,6,277,Performed routine checkup,Replacement
593,2024-07-29 23:55:08,1303,2,87,Lubricated moving parts,Urgent Repair
569,2024-11-07 22:02:19,216,5,353,Minor fix only,Upgrade
539,2024-10-08 03:52:17,1357,1,156,Minor fix only,Upgrade
533,2024-11-30 15:20:03,397,6,340,Detailed inspection completed,Maintenance
454,2024-07-24 17:47:18,243,10,246,Lubricated moving parts,Replacement
581,2025-02-18 09:46:26,1394,4,279,Replaced faulty part,Upgrade
494,2024-04-06 21:42:24,51,8,64,Detailed inspection completed,Urgent Repair
725,2024-11-04 15:49:29,1389,7,289,Upgraded firmware,Urgent Repair
785,2025-03-29 17:16:23,387,1,45,Detailed inspection completed,Inspection
612,2025-03-13 11:45:40,1330,6,348,Replaced faulty part,Inspection
700,2024-11-05 11:21:16,1022,10,37,Cleared dust accumulation,Upgrade
630,2024-06-17 02:18:38,928,6,203,Found worn cable,Upgrade
575,2024-04-26 14:35:39,48,5,288,Upgraded firmware,Inspection
519,2024-07-14 06:31:07,972,8,72,Replaced faulty part,Urgent Repair
745,2024-08-15 04:01:36,1104,4,234,Performed routine checkup,Maintenance
507,2024-05-29 18:33:45,652,9,72,Detailed inspection completed,Urgent Repair
673,2024-10-02 13:38:16,570,6,163,Minor fix only,Maintenance
561,2024-04-12 07:35:22,962,4,82,Cleared dust accumulation,Replacement
560,2024-07-16 08:42:56,1072,6,272,Cleared dust accumulation,Maintenance
508,2025-03-27 15:37:14,650,3,272,Adjusted alignment,Maintenance
609,2024-10-18 16:45:11,1182,4,99,Lubricated moving parts,Urgent Repair
712,2025-02-22 05:34:12,317,3,42,Found worn cable,Urgent Repair
542,2025-01-25 23:19:23,865,8,283,Cleared dust accumulation,Inspection
692,2024-04-23 15:44:18,877,1,71,Cleared dust accumulation,Replacement
423,2024-09-13 03:09:47,938,7,64,Lubricated moving parts,Urgent Repair
475,2024-11-28 23:38:42,114,7,144,Ordered replacement parts,Urgent Repair
789,2025-01-16 03:37:11,1209,7,159,Detailed inspection completed,Maintenance
567,2024-07-25 04:02:26,191,8,169,Lubricated moving parts,Upgrade
588,2024-09-18 08:59:59,138,2,32,Performed routine checkup,Urgent Repair
595,2025-03-03 05:00:01,1024,5,61,Ordered replacement parts,Replacement
627,2024-06-09 05:22:05,1154,2,101,Performed routine checkup,Replacement
653,2024-06-21 17:08:53,962,4,82,Found worn cable,Replacement
721,2024-05-20 11:27:27,1001,3,238,Detailed inspection completed,Maintenance
402,2024-05-13 00:47:52,29,1,105,Found worn cable,Upgrade
513,2025-01-19 19:38:49,128,6,48,Adjusted alignment,Upgrade
659,2025-01-26 01:04:11,295,5,328,Performed routine checkup,Maintenance
502,2024-11-11 06:23:43,319,1,332,Upgraded firmware,Inspection
604,2025-03-09 05:47:03,424,7,140,Upgraded firmware,Maintenance
627,2024-09-22 16:36:26,1460,9,77,Minor fix only,Upgrade
539,2024-10-15 19:13:56,144,5,379,Minor fix only,Urgent Repair
423,2024-11-28 06:17:54,1251,6,373,Upgraded firmware,Upgrade
500,2024-06-29 18:33:17,624,8,102,Minor fix only,Inspection
557,2024-05-11 10:17:24,710,1,224,Performed routine checkup,Urgent Repair
699,2025-02-28 07:34:21,1188,2,186,Found worn cable,Urgent Repair
463,2024-05-15 03:40:37,1441,7,52,Detailed inspection completed,Inspection
713,2025-03-20 19:19:09,637,9,66,Found worn cable,Inspection
632,2024-08-21 12:54:29,597,1,197,Ordered replacement parts,Replacement
594,2024-09-16 15:59:08,1482,4,123,Found worn cable,Replacement
555,2024-09-17 09:43:52,1432,4,149,Found worn cable,Upgrade
534,2024-10-30 00:59:38,294,5,301,Found worn cable,Maintenance
581,2025-03-27 05:27:08,1474,8,24,Minor fix only,Replacement
671,2025-02-14 02:32:52,1249,9,10,Performed routine checkup,Replacement
566,2024-11-18 06:47:08,295,5,328,Replaced faulty part,Upgrade
555,2024-07-08 09:23:28,1159,4,135,Lubricated moving parts,Replacement
545,2025-03-05 17:23:46,983,10,100,Detailed inspection completed,Maintenance
684,2024-10-29 03:32:44,1398,1,249,Lubricated moving parts,Replacement
781,2025-03-02 13:33:38,1483,4,123,Lubricated moving parts,Maintenance
695,2024-09-04 16:30:58,1158,4,135,Ordered replacement parts,Replacement
675,2024-07-14 08:11:16,816,8,328,Ordered replacement parts,Inspection
666,2024-05-23 03:06:14,960,7,351,Cleared dust accumulation,Replacement
630,2025-02-05 11:38:28,298,10,254,Minor fix only,Upgrade
584,2024-09-06 05:44:35,959,7,351,Minor fix only,Maintenance
498,2024-09-24 19:18:17,259,9,202,Found worn cable,Upgrade
739,2024-10-14 03:38:39,410,3,389,Lubricated moving parts,Upgrade
564,2024-04-19 02:35:00,31,3,104,Cleared dust accumulation,Replacement
541,2024-12-24 19:34:10,985,10,100,Replaced faulty part,Replacement
642,2024-09-05 12:59:12,312,5,339,Found worn cable,Replacement
448,2024-11-17 15:11:57,502,10,16,Performed routine checkup,Upgrade
788,2024-10-31 12:22:16,973,8,72,Upgraded firmware,Inspection
404,2024-05-09 11:24:55,266,3,253,Ordered replacement parts,Inspection
796,2025-02-21 09:16:10,1377,1,256,Detailed inspection completed,Urgent Repair
479,2024-07-17 19:34:33,522,8,97,Adjusted alignment,Urgent Repair
483,2025-01-20 00:42:08,412,3,389,Ordered replacement parts,Inspection
719,2025-03-27 01:11:02,328,5,279,Performed routine checkup,Maintenance
535,2024-12-20 03:09:52,1186,2,178,Detailed inspection completed,Inspection
525,2024-07-13 02:55:11,21,3,67,Upgraded firmware,Upgrade
427,2024-11-06 09:08:52,111,6,397,Minor fix only,Inspection
510,2025-02-10 23:24:20,254,7,165,Replaced faulty part,Replacement
575,2024-05-25 07:18:32,1159,4,135,Upgraded firmware,Replacement
417,2024-10-28 20:55:46,1188,2,186,Adjusted alignment,Maintenance
693,2024-04-13 12:50:44,1457,2,216,Cleared dust accumulation,Inspection
438,2025-02-06 03:36:15,465,6,208,Replaced faulty part,Inspection
533,2024-10-15 17:44:06,1053,1,178,Replaced faulty part,Replacement
426,2024-11-19 00:24:06,1259,3,354,Cleared dust accumulation,Urgent Repair
733,2025-01-16 19:09:46,683,10,321,Detailed inspection completed,Upgrade
599,2024-12-07 08:34:43,1169,1,264,Replaced faulty part,Inspection
457,2025-01-02 04:49:20,871,6,115,Ordered replacement parts,Urgent Repair
702,2024-11-17 17:47:44,241,5,15,Found worn cable,Replacement
715,2024-09-23 00:06:54,690,7,216,Performed routine checkup,Maintenance
550,2024-08-09 10:56:23,640,4,259,Ordered replacement parts,Upgrade
525,2024-07-07 10:32:45,476,4,163,Found worn cable,Upgrade
712,2024-05-09 02:47:55,1453,2,159,Ordered replacement parts,Upgrade
779,2024-08-21 17:06:42,1080,1,70,Minor fix only,Replacement
636,2024-08-14 19:48:54,272,2,244,Replaced faulty part,Replacement
604,2024-10-17 13:19:36,120,1,239,Found worn cable,Maintenance
409,2024-09-14 18:26:52,674,2,232,Upgraded firmware,Urgent Repair
591,2024-12-02 20:24:49,1320,8,384,Detailed inspection completed,Urgent Repair
733,2024-04-20 22:21:09,930,6,203,Detailed inspection completed,Urgent Repair
748,2024-08-14 01:07:49,1340,8,398,Ordered replacement parts,Inspection
478,2024-04-07 11:03:20,224,2,290,Ordered replacement parts,Upgrade
474,2024-08-29 01:35:05,1051,3,379,Adjusted alignment,Urgent Repair
677,2024-09-23 11:55:34,227,2,134,Lubricated moving parts,Inspection
472,2025-02-06 07:01:27,248,1,152,Found worn cable,Inspection
675,2024-12-16 12:44:10,1309,1,262,Minor fix only,Urgent Repair
710,2024-06-06 06:23:55,109,1,33,Performed routine checkup,Maintenance
702,2024-12-31 04:34:14,703,7,376,Upgraded firmware,Inspection
751,2025-01-30 22:37:21,563,2,188,Replaced faulty part,Inspection
491,2024-06-20 01:08:35,1212,7,282,Adjusted alignment,Replacement
